Country,City,House_Type,Income_Level,Market_Status,PPP_Index,Price_2015,Price_2020,Price_2025,Growth_Rate_%,Inflation_%,Interest_Rate_%,Population_Growth_%,Inaffordability_Ratio
Russia,Chicago,Villa,Low,Stable,0.74,307748,363476,429297,3.62,6.76,5.38,1.67,3.96
Brazil,Sao Paulo,Condo,Low,Stable,0.51,477177,581108,707676,4.36,3.01,5.15,1.57,3.32
Italy,Rome,Villa,Low,Declining,0.59,294849,399061,540106,7.07,4.14,5.03,3.88,6.4
Russia,Chicago,Condo,Middle,Booming,0.53,159560,207711,270392,6.04,6.56,2.85,2.98,3.19
UAE,Sharjah,Townhouse,Middle,Declining,0.68,399139,493457,610063,4.73,5.38,2.84,3.1,3.47
India,Delhi,Villa,Low,Stable,1.07,139188,213086,326218,10.62,4.12,7.5,1.62,11.15
Russia,Chicago,Villa,High,Stable,0.41,130334,172193,227495,6.42,2.49,2.76,3.8,11.79
France,Marseille,Condo,Middle,Booming,0.64,465479,628235,847900,6.99,3.62,7.32,2.81,11.9
UAE,Sharjah,Townhouse,Middle,Stable,0.54,352427,380132,410015,1.57,2.68,1.04,4,10.22
Mexico,Monterrey,Villa,Low,Declining,1.01,279377,339453,412448,4.3,2.91,3.56,1.82,9.81
Italy,Naples,Villa,Low,Declining,0.79,84868,89953,95342,1.2,2.61,4.69,3.77,8.74
Indonesia,Jakarta,Townhouse,High,Declining,1.02,259869,324554,405341,4.98,2.65,8.88,3.24,4.51
USA,Moscow,Villa,Middle,Stable,0.76,269319,375376,523200,7.88,7.68,6.22,2.39,3.45
Spain,Valencia,Villa,Middle,Stable,0.36,134306,143420,153152,1.36,6.46,7.51,0.98,10.52
South Africa,Durban,Apartment,Middle,Booming,0.44,185529,220211,261377,3.74,4.23,3.29,2.21,6.67
Germany,Berlin,Villa,High,Stable,1.19,75167,84803,95675,2.56,2.32,6.63,0.69,10.53
UK,Manchester,Villa,Middle,Declining,0.76,287153,390206,530242,7.18,3.02,2.78,1.62,8.34
South Africa,Johannesburg,Apartment,Low,Stable,0.49,102349,162077,256659,11.67,2.13,8.22,3.26,5.67
Japan,Tokyo,Townhouse,Low,Declining,0.42,115533,165626,237440,8.67,5.86,8.04,3.78,9.23
Indonesia,Jakarta,Townhouse,High,Declining,0.44,159549,241431,365335,10.26,3.26,1.65,2.96,6.62
Mexico,Monterrey,Townhouse,Middle,Stable,1.13,342615,376784,414361,1.99,7.69,3.33,1.68,6.62
Japan,Yokohama,Condo,Middle,Stable,0.35,273432,305649,341662,2.36,4.41,4.16,3.2,10.23
Saudi Arabia,Riyadh,Townhouse,Low,Stable,0.44,214948,269834,338734,5.11,2.91,8.19,2.98,4.71
Japan,Yokohama,Condo,High,Declining,0.63,97612,136219,190096,7.91,2.73,9.87,3.23,6.51
Germany,Berlin,Villa,High,Declining,0.82,460104,623328,844456,7.1,3.05,4.41,3.45,8.8
UK,London,Villa,High,Booming,0.89,440070,678449,1045955,10.83,7.52,1.85,2.4,9.66
Spain,Valencia,Apartment,Low,Declining,0.98,323022,368805,421077,2.83,6.78,7.48,0.8,7.17
South Africa,Johannesburg,Condo,Low,Stable,0.46,201865,213965,226791,1.2,4.4,5.95,2.67,8.97
Canada,Vancouver,Townhouse,Low,Booming,1.05,146958,164044,183117,2.33,7.11,2.41,3.91,10.58
USA,Kazan,Condo,Low,Declining,0.75,491640,542552,598738,2.07,3.82,6.74,1.73,11.36
UAE,Abu Dhabi,Apartment,Middle,Booming,0.36,297235,408692,561941,7.5,5.92,3.3,1.78,10.59
Australia,Brisbane,Apartment,Low,Declining,0.48,422091,573815,780079,7.19,6.57,7.42,1.23,8.12
Spain,Valencia,Villa,High,Stable,1.08,244452,386632,611507,11.63,4.71,2.29,1.86,11.57
Spain,Madrid,Condo,Middle,Declining,0.59,440644,676251,1037835,10.69,4.1,1.75,3.04,5.8
UAE,Abu Dhabi,Apartment,Low,Booming,1,249195,328164,432158,6.34,6.67,4.44,2.05,6.39
South Africa,Durban,Townhouse,Low,Declining,0.63,286676,428535,640591,9.9,4.17,5.72,2.85,5.42
Mexico,Mexico City,Apartment,High,Declining,0.55,470036,680586,985450,8.96,5.46,6.83,0.6,8.56
USA,Saint Petersburg,Villa,High,Booming,0.76,295587,368799,460145,4.95,2.49,2.74,3.83,6.68
Mexico,Monterrey,Condo,Low,Stable,0.72,73719,78929,84506,1.41,6.3,5.84,2.28,5.19
Turkey,Ankara,Condo,Low,Declining,0.97,125706,145124,167540,3.09,4.76,3.58,1.37,8.81
Canada,Toronto,Townhouse,Middle,Stable,0.89,421033,538812,689539,5.59,2.44,3.46,3.93,8.37
Turkey,Izmir,Condo,High,Booming,0.94,53311,71171,95014,6.7,2.23,6.12,3.72,11.72
Brazil,Sao Paulo,Villa,High,Stable,0.79,256192,402160,631295,11.4,6.04,1.58,2.13,5.16
Japan,Yokohama,Apartment,Low,Booming,0.72,254960,349340,478659,7.4,4.14,2.48,2.26,10.47
Mexico,Monterrey,Apartment,Middle,Booming,0.9,202266,316452,495101,11.29,7.47,2.88,0.64,9.67
South Korea,Seoul,Townhouse,Middle,Stable,1.04,485539,747444,1150622,10.79,5.6,5.77,0.6,5.22
Australia,Melbourne,Condo,Low,Booming,0.71,332827,451476,612422,7.13,6.46,3.52,2.48,3.79
USA,Saint Petersburg,Villa,Middle,Booming,0.67,387572,554760,794067,8.63,7.94,3.5,2.24,5.97
Australia,Melbourne,Villa,Middle,Stable,0.7,435628,621342,886230,8.53,7.29,2.83,3.56,3.54
UAE,Abu Dhabi,Apartment,Low,Booming,1.1,198083,242260,296290,4.46,5.07,9.47,0.67,6.17
Japan,Osaka,Apartment,Middle,Stable,1.07,228225,264635,306853,3.19,4.55,4.47,3.7,9.86
France,Marseille,Apartment,Low,Booming,0.75,494767,646117,843766,6.12,2.35,3.36,2.03,4.41
USA,Moscow,Townhouse,High,Stable,1.15,395082,473134,566605,3.95,5.54,7.49,3.79,10.93
Saudi Arabia,Jeddah,Villa,High,Booming,0.76,398594,541760,736350,7.18,5.32,2.03,0.94,7.77
India,Bangalore,Townhouse,Middle,Declining,0.54,59467,86082,124608,8.95,2.19,6.36,2.39,11.72
South Africa,Johannesburg,Townhouse,Low,Declining,0.74,78621,106407,144015,7.07,7.05,9.97,2.01,5.88
USA,Saint Petersburg,Townhouse,Middle,Booming,1.12,136059,188916,262307,7.77,4.43,1.37,1.72,5.39
France,Lyon,Apartment,High,Stable,0.92,476956,571119,683873,3.95,6.87,1.5,2.38,3.63
Spain,Madrid,Townhouse,High,Declining,1.14,394858,557489,787104,8.24,6.94,6.83,3.89,9.43
UK,Manchester,Villa,High,Stable,1.13,282709,315047,351084,2.29,5.17,2.14,2.57,7.34
South Africa,Johannesburg,Apartment,Low,Declining,0.86,54521,63090,73005,3.14,4.95,9.55,1.84,6.82
Turkey,Istanbul,Villa,Low,Stable,0.94,321707,390684,474450,4.29,4.46,2.96,3.88,4.18
Spain,Madrid,Villa,High,Booming,0.63,61628,72226,84648,3.44,6.68,2.81,0.78,7.27
UAE,Dubai,Condo,Low,Stable,0.31,88145,131705,196793,9.88,6.63,9.24,3.49,9.15
Saudi Arabia,Dammam,Apartment,Low,Booming,0.35,402282,609469,923365,10.3,6.79,5.58,1.32,10.61
UAE,Sharjah,Condo,Middle,Stable,0.95,491343,557984,633664,2.71,3.35,2.91,3.27,4.68
UAE,Sharjah,Condo,Middle,Booming,0.36,499352,531136,564942,1.27,7.01,4.29,3.45,7.99
Germany,Frankfurt,Condo,High,Booming,1.11,466787,492462,519549,1.1,2.45,3.25,2.84,10.99
Australia,Sydney,Apartment,Low,Stable,0.71,323138,372796,430086,3.07,6.83,9.71,1.44,7.45
Saudi Arabia,Riyadh,Apartment,Middle,Booming,0.38,301611,400097,530741,6.53,2.87,4.98,1.67,7.7
Russia,New York,Villa,Middle,Booming,0.83,53823,79042,116077,9.37,6.28,4.3,0.69,9.79
South Africa,Durban,Condo,High,Declining,1.16,158068,194098,238340,4.56,3.1,6.19,1.04,6.21
Turkey,Izmir,Apartment,High,Stable,0.93,302052,381357,481484,5.25,4.52,6.06,0.52,3.71
Germany,Munich,Townhouse,Middle,Declining,1.09,85046,122359,176042,8.77,7.52,3.44,1.8,8.12
Russia,Los Angeles,Villa,Low,Stable,1.09,473858,690297,1005596,9.14,2.52,7.02,1.94,7.24
Turkey,Izmir,Villa,Middle,Stable,0.34,135978,201898,299774,9.7,4.72,3.71,1.84,10.69
UAE,Abu Dhabi,Condo,Middle,Stable,0.97,172542,192320,214365,2.29,3.51,9.29,2.54,7.8
UAE,Abu Dhabi,Condo,Low,Declining,0.84,214713,320761,479188,9.88,5.14,2.05,0.95,7.83
South Africa,Johannesburg,Villa,Middle,Booming,1.14,188758,288470,440853,10.56,6.58,3.23,0.63,3.92
Russia,Chicago,Villa,High,Booming,0.96,139851,175401,219988,5.08,5.01,7.53,0.9,6.66
China,Beijing,Apartment,High,Stable,0.74,293372,440087,660174,10,3.03,8.27,2.93,8
China,Shanghai,Apartment,High,Booming,0.93,235408,265097,298531,2.52,5.99,5.72,2.74,6.04
China,Beijing,Villa,Middle,Stable,1.12,314316,344796,378231,1.94,4.7,7.81,3.28,7.45
China,Shanghai,Villa,Low,Booming,1.11,170451,217466,277450,5.52,7.39,9.07,2.9,10.73
Spain,Valencia,Townhouse,Low,Booming,0.38,439248,538667,660590,4.53,3.07,3.15,1.96,5.26
Japan,Osaka,Villa,High,Booming,0.59,110740,134317,162912,4.26,5.43,4.98,1.71,9.72
Spain,Barcelona,Villa,High,Booming,1.1,390555,481398,593372,4.65,6.47,2.37,0.96,6.11
Australia,Brisbane,Villa,Low,Declining,1.03,160857,174496,189291,1.7,2.79,8.73,2.72,5.28
Brazil,Rio de Janeiro,Townhouse,Middle,Declining,0.8,287411,405390,571799,8.21,3.4,8.78,1.58,9.25
Spain,Barcelona,Townhouse,Middle,Declining,0.31,217696,270692,336589,4.87,5.26,1.65,3.27,4.96
UAE,Dubai,Townhouse,Low,Declining,0.91,411445,559168,759927,7.18,6.45,6.96,1.74,10.28
USA,Saint Petersburg,Apartment,Middle,Declining,0.57,307046,448277,654471,9.2,4.27,3.72,2.11,10.36
Japan,Yokohama,Condo,High,Declining,1.14,295288,417479,590235,8.28,7.42,1.89,1.31,9.38
India,Delhi,Condo,Low,Booming,1.04,435663,556912,711906,5.57,2.54,4.94,1.31,5.62
Spain,Barcelona,Condo,Middle,Declining,1,83987,126415,190276,10.1,4.57,6.36,0.81,6.04
Mexico,Monterrey,Apartment,High,Declining,0.38,482695,721143,1077383,9.88,4.76,3.01,3.77,6.1
Germany,Frankfurt,Townhouse,High,Declining,0.44,303424,476095,747029,11.38,2.02,3.14,3.78,4.54
Indonesia,Bandung,Apartment,High,Booming,0.4,306584,467239,712078,10.48,4.86,9.95,2.88,3.67
Italy,Milan,Apartment,Middle,Stable,1.19,233552,282148,340855,4.16,5.35,3.74,0.8,3.01
India,Mumbai,Townhouse,Middle,Stable,0.7,426589,582197,794567,7.3,8,3.58,1.48,4.44
UK,London,Townhouse,Low,Declining,0.45,178334,265015,393829,9.72,7.43,9.78,1.31,10.93
South Africa,Johannesburg,Villa,Middle,Booming,0.6,100778,154041,235454,10.57,5.82,2.48,2,5.59
UAE,Sharjah,Villa,Middle,Declining,0.96,254037,404962,645551,11.88,2.33,4.2,2.19,7.53
South Korea,Busan,Townhouse,High,Declining,0.58,378158,579002,886516,10.62,7.63,8.25,3.48,7.95
Canada,Montreal,Townhouse,Low,Declining,1.04,186577,236796,300533,5.38,3.9,5.21,1.5,11.65
China,Beijing,Townhouse,Middle,Declining,0.58,94120,126097,168939,6.79,2.34,1.99,1.27,7.18
Germany,Berlin,Villa,Middle,Booming,0.69,409861,597050,869729,9.13,4.56,4,1.61,9.97
Indonesia,Bandung,Villa,Low,Declining,0.35,55770,82960,123407,9.75,4.86,2.18,1.32,11.39
Australia,Sydney,Villa,Low,Declining,1.07,369403,485848,638999,6.3,5.12,9.78,3.88,4.94
Indonesia,Bandung,Villa,High,Stable,1.03,138759,161994,189119,3.35,6.06,4.65,3.76,3.8
India,Bangalore,Condo,Middle,Booming,0.76,463335,716900,1109233,10.95,2.94,4.3,2.67,4.43
Brazil,Sao Paulo,Villa,Low,Booming,1.17,461637,527108,601864,2.84,2.73,1.77,3.68,4.74
Turkey,Izmir,Condo,Middle,Stable,0.67,251983,347600,479498,7.59,2.43,3.04,3.76,11.18
Indonesia,Bandung,Villa,High,Booming,1,58731,72230,88832,4.6,5.77,3.48,3.68,8.71
Australia,Melbourne,Townhouse,Low,Stable,0.36,459053,723821,1141300,11.54,2.47,5.79,1.56,6.54
South Africa,Cape Town,Condo,Middle,Booming,0.46,310132,489044,771168,11.54,5.02,1.75,2.67,6.06
Spain,Valencia,Villa,Middle,Declining,1.07,245605,283935,328246,3.12,3.15,7.92,1.43,9.91
Indonesia,Bandung,Apartment,High,Stable,0.49,194759,254359,332197,6.12,7.66,9.39,1.22,6.22
Canada,Toronto,Townhouse,High,Booming,0.43,279493,364269,474760,6.07,7.4,9.37,1.84,7.43
Indonesia,Bandung,Apartment,Middle,Stable,1.11,413019,434500,457099,1.04,3.92,4.8,1.3,4.8
France,Paris,Villa,Low,Booming,0.33,339516,405512,484335,3.89,2.31,3.08,3.31,10.66
South Africa,Cape Town,Apartment,High,Declining,0.73,237232,376681,598102,11.76,3.2,2.94,1.52,4.55
India,Bangalore,Apartment,Middle,Stable,0.64,459875,638510,886534,7.77,4.47,9.41,0.67,4.89
Canada,Vancouver,Apartment,High,Declining,0.81,326999,350463,375611,1.44,4.42,6.84,2.94,8.74
China,Shanghai,Apartment,High,Stable,0.59,92084,118320,152031,5.7,2.77,9.53,2.16,5.86
China,Shanghai,Condo,High,Stable,0.99,274077,334516,408283,4.41,6.87,8.8,2.86,3.42
Brazil,Rio de Janeiro,Apartment,High,Booming,0.81,393483,442698,498069,2.5,3.37,8.94,0.57,9.77
France,Paris,Townhouse,High,Stable,0.73,251047,264580,278841,1.08,6.92,4.24,2.39,9.1
Italy,Milan,Apartment,Low,Stable,0.93,480191,644530,865112,6.84,4.4,9.58,2.75,5.68
China,Shanghai,Villa,Middle,Booming,0.41,429150,536094,669688,4.98,5.96,5.24,1.2,8.42
USA,Saint Petersburg,Condo,Middle,Booming,0.35,236004,318756,430524,7.01,4.62,7.74,3.4,9.94
Mexico,Mexico City,Apartment,Middle,Declining,0.33,137358,184765,248534,6.9,7.61,8.51,3.45,5.73
Italy,Milan,Townhouse,Low,Declining,0.69,261818,297570,338205,2.73,2.19,9.52,1.34,5.16
Spain,Barcelona,Villa,Low,Declining,0.38,467828,640390,876601,7.38,6,9.2,1.71,8.59
Saudi Arabia,Jeddah,Condo,High,Booming,0.33,134048,202035,304504,10.14,6.6,4.16,1.82,7.8
UK,Manchester,Villa,Middle,Stable,0.3,158560,184647,215027,3.29,3.5,8.25,1.48,4.72
China,Beijing,Condo,Middle,Stable,0.75,439540,519863,614864,3.65,2.47,4.21,3.12,7.96
UK,Manchester,Apartment,High,Stable,1.04,481816,715962,1063894,9.72,5.62,5.44,0.64,11.86
Germany,Frankfurt,Townhouse,High,Declining,0.65,118503,167882,237836,8.33,3.71,6.27,2.55,7.01
Canada,Montreal,Villa,Low,Declining,1.05,169235,219455,284578,5.93,5.23,6.97,3.24,6.55
Japan,Osaka,Condo,Middle,Declining,0.88,117775,184077,287704,11.26,4.3,7.57,0.57,4.85
South Africa,Durban,Townhouse,Middle,Declining,0.74,445214,596582,799414,6.8,7.58,5.35,2.22,4.08
France,Paris,Apartment,Low,Declining,1.02,161134,248918,384526,10.9,7.46,9.49,2.32,9.09
USA,Kazan,Villa,Low,Declining,1,108957,150417,207655,7.61,2.21,5.48,1.04,4.65
Australia,Melbourne,Condo,High,Booming,0.63,244597,340661,474454,7.85,2.45,5.53,1.14,8.17
South Korea,Incheon,Condo,High,Declining,0.87,300519,437575,637136,9.12,4.01,7.89,2.01,7.36
UK,Birmingham,Apartment,High,Booming,0.88,58261,82131,115779,8.19,5.71,3.79,0.8,3.82
Italy,Rome,Villa,High,Declining,1.13,360176,403363,451729,2.4,4.14,6.33,3.42,3.39
UAE,Abu Dhabi,Townhouse,Middle,Declining,0.51,450387,475177,501331,1.1,3.21,9.63,2.65,5.36
UK,Birmingham,Condo,Middle,Declining,0.36,62686,74259,87967,3.69,7.29,4.74,3.02,11.26
UAE,Abu Dhabi,Apartment,High,Declining,0.67,136075,181580,242303,6.69,7.45,8.24,0.73,9.23
Italy,Milan,Apartment,Low,Stable,0.81,458358,512154,572262,2.35,5.2,8.92,1.94,7.34
India,Bangalore,Apartment,Low,Booming,0.36,175165,215186,264351,4.57,7.67,3.54,2.11,9.04
Japan,Osaka,Villa,Low,Booming,0.45,268899,391570,570203,9.12,7.2,6.64,2.84,4.14
Turkey,Ankara,Condo,Middle,Stable,1.15,109658,161863,238922,9.52,3.59,9.4,3.02,9.78
Russia,Chicago,Villa,High,Booming,0.5,249368,346571,481663,7.8,6.62,1.94,3.87,11.01
South Africa,Durban,Townhouse,Low,Declining,0.54,420242,561056,749054,6.7,4.77,3.83,2.53,9.57
Spain,Valencia,Apartment,Low,Declining,0.67,333149,477942,685667,8.69,6.27,1.47,3.51,7.12
Germany,Munich,Condo,High,Declining,0.54,158794,208919,274865,6.31,7.32,4.41,3.12,3.87
India,Mumbai,Villa,Middle,Booming,0.73,496259,731357,1077830,9.47,3.26,5.51,1.32,6.69
Australia,Melbourne,Villa,Low,Stable,1,397051,466716,548604,3.51,7.53,6.33,1.83,7.52
Mexico,Mexico City,Apartment,Middle,Booming,0.84,301951,397827,524146,6.35,5.03,2.59,3.34,7.88
Mexico,Monterrey,Villa,Middle,Stable,0.42,394771,616965,964220,11.26,7.68,4.32,0.97,7.67
India,Bangalore,Condo,Low,Booming,0.4,470294,541294,623013,3.02,3.52,4.66,1.84,10.15
Germany,Berlin,Apartment,Low,Booming,0.71,126846,151830,181735,3.94,5.05,2.33,2.64,8.09
India,Bangalore,Townhouse,Middle,Declining,0.94,471967,732370,1136448,11.03,7.68,3.2,0.96,5.72
Germany,Frankfurt,Villa,High,Stable,1.11,487424,742166,1130043,10.45,2.66,9.53,1.98,3.08
UK,Birmingham,Townhouse,Middle,Declining,0.7,70731,95426,128742,6.98,4.03,5.26,2.65,10.82
South Korea,Incheon,Condo,Middle,Declining,0.9,245322,368151,552479,10.01,7.43,2.08,2.36,5.56
Indonesia,Jakarta,Townhouse,Middle,Booming,0.34,350846,534873,815427,10.49,2.98,8.31,3.49,11.23
Canada,Toronto,Townhouse,Middle,Booming,0.54,456779,560177,686982,4.53,5.31,1.45,0.65,9.48
South Africa,Johannesburg,Condo,Low,Stable,0.7,165332,190913,220452,3.09,6.02,1,3.32,3.71
France,Lyon,Townhouse,Middle,Booming,0.47,223806,294680,387997,6.33,4.13,3.89,3.87,8.77
Australia,Melbourne,Condo,Middle,Booming,0.32,243579,372982,571130,10.63,3.81,1.85,3.15,8.45
Mexico,Guadalajara,Townhouse,High,Stable,0.81,74109,83542,94174,2.55,5.74,2.87,2.26,7.9
South Africa,Johannesburg,Townhouse,High,Declining,0.56,476791,721555,1091969,10.27,6.33,1.7,0.87,7.44
Germany,Frankfurt,Townhouse,Middle,Declining,0.44,490219,557471,633948,2.74,4.92,4.28,2.74,4.16
Saudi Arabia,Riyadh,Villa,High,Booming,0.69,173617,267069,410823,10.77,2.24,9.22,3.42,5.68
Turkey,Izmir,Villa,Low,Declining,1.01,64046,101307,160244,11.64,5.16,3.73,1.77,3.6
Japan,Osaka,Apartment,Middle,Booming,1.19,67681,95444,134595,8.2,4.66,9.54,1.36,7.79
UAE,Abu Dhabi,Apartment,Middle,Declining,0.73,366290,398306,433120,1.75,3.16,2.93,3.08,4.7
South Africa,Johannesburg,Townhouse,Low,Declining,0.82,146860,223799,341045,10.48,7.65,5.67,1.73,5.11
France,Marseille,Apartment,High,Booming,0.34,170825,240834,339535,8.2,5.2,9.5,1.89,9.24
USA,Saint Petersburg,Townhouse,High,Booming,0.74,280659,336027,402317,3.95,4.73,5.24,2.97,11.47
China,Shenzhen,Apartment,High,Booming,0.6,68990,91271,120749,6.46,5.27,2.52,3.16,11.86
Australia,Sydney,Villa,Low,Declining,1.15,138698,212409,325293,10.63,6.23,5.08,2.39,10.65
Saudi Arabia,Dammam,Condo,High,Stable,0.73,217943,287965,380485,6.43,5.47,2.7,3.65,9.07
Australia,Melbourne,Villa,Low,Booming,0.87,94773,131005,181087,7.65,2.73,1.71,2.35,6.63
UK,London,Villa,High,Declining,0.83,90150,116027,149331,5.74,3.05,9.88,2.46,9.19
China,Shanghai,Apartment,High,Declining,0.59,92633,146983,233222,11.73,3.72,4.81,2.77,3.22
South Africa,Johannesburg,Townhouse,Low,Booming,1.03,291460,350632,421817,4.06,2.37,2.46,3.63,9.17
Italy,Naples,Condo,Middle,Declining,0.52,79520,113701,162574,8.6,5.43,4.64,1.77,4.95
UAE,Dubai,Townhouse,Low,Declining,0.9,486801,558187,640041,2.93,5.58,4.82,2.06,5.29
Mexico,Guadalajara,Condo,Middle,Declining,1.04,268365,361990,488279,6.98,3.83,2.64,0.8,9.43
South Africa,Durban,Condo,Middle,Booming,0.48,360534,455970,576668,5.29,4.49,5.22,1.79,3.91
USA,Moscow,Townhouse,Low,Booming,0.58,348680,493795,699303,8.32,3.72,5.14,1.18,4.89
China,Shanghai,Apartment,High,Booming,0.32,453536,528772,616490,3.32,3.37,3.52,0.95,8.75
Canada,Montreal,Townhouse,Low,Stable,0.37,110391,155057,217796,8.09,4.04,7.37,2.45,5.3
UK,London,Villa,High,Stable,0.89,102323,137627,185112,6.9,4.62,3.41,2.61,10.84
Spain,Madrid,Villa,Middle,Stable,1.2,323493,411674,523891,5.45,3.35,3.31,2.18,6.31
Japan,Tokyo,Townhouse,High,Stable,1.12,215733,270830,339998,5.11,4.3,8.53,2.78,8.53
USA,Kazan,Townhouse,Low,Stable,0.6,418057,447781,479618,1.42,7.22,5.61,1.89,7.47
UK,Manchester,Villa,Middle,Stable,0.9,55744,85253,130382,10.59,4.68,4.09,0.98,6.96
Australia,Melbourne,Apartment,Middle,Booming,0.75,231641,329686,469230,8.47,4.53,9.65,2.6,10.27
Turkey,Ankara,Condo,High,Stable,0.4,228781,282606,349093,4.71,5.42,8.75,0.77,3.65
USA,Saint Petersburg,Villa,Middle,Stable,1.07,145783,206693,293052,8.36,5.26,8.5,0.94,4.17
South Korea,Busan,Condo,High,Stable,0.8,475870,608281,777534,5.56,3.96,6.46,3.76,10.53
Canada,Montreal,Apartment,High,Declining,1.2,60156,66898,74395,2.24,5.66,8.39,1.5,5.15
Italy,Rome,Condo,Middle,Stable,1.01,75372,94453,118365,5.06,5.03,6.04,3.05,6.19
Russia,Chicago,Apartment,Low,Booming,0.85,313419,423488,572213,7.02,5.84,3.34,0.8,4.07
France,Marseille,Condo,Middle,Stable,0.5,275089,416002,629096,10.24,6.21,8.1,1.73,6.64
Mexico,Monterrey,Condo,Middle,Stable,0.65,136343,147751,160113,1.67,5.55,9.9,1.08,3.42
South Korea,Seoul,Townhouse,Middle,Booming,1,163664,246527,371345,10.13,6.22,9.51,1.93,8.96
Spain,Barcelona,Condo,Low,Declining,0.72,333765,432986,561704,5.95,3.13,5.57,2.35,10.3
Australia,Melbourne,Villa,Middle,Booming,0.96,348706,387888,431472,2.25,6.32,5.5,3.63,11.28
Japan,Yokohama,Townhouse,High,Declining,0.35,419289,448946,480702,1.41,4.2,5.88,1.02,9.72
Italy,Milan,Condo,Low,Declining,0.31,125870,172371,236051,7.39,6.29,9.25,2.97,9.05
Mexico,Guadalajara,Townhouse,Low,Declining,0.65,50578,56449,63003,2.32,5.21,7.08,1.96,9.58
South Korea,Busan,Villa,Middle,Declining,0.77,83379,96354,111347,3.11,7.04,7.52,3.63,4.06
Turkey,Ankara,Villa,Low,Stable,1.19,144233,152379,160985,1.13,7.98,3.53,2.84,4.59
USA,Kazan,Townhouse,High,Stable,0.82,456816,560102,686740,4.52,6.02,2.69,2.69,6.03
Mexico,Monterrey,Condo,High,Stable,0.49,190932,219259,251789,2.97,7.41,4.57,1.36,7.04
USA,Kazan,Townhouse,High,Stable,0.59,384989,609888,966167,11.68,4.63,8.75,2.48,4.42
UK,Manchester,Villa,High,Stable,0.92,281046,395665,557031,8.16,7.34,4.96,3.65,9.76
Australia,Brisbane,Villa,Low,Stable,0.74,321450,395084,485586,4.58,7.9,7.01,0.65,5.94
UAE,Abu Dhabi,Condo,Middle,Stable,0.86,75350,80107,85165,1.26,4.7,3.99,2.03,5.36
Indonesia,Surabaya,Townhouse,Low,Declining,0.45,360115,480038,639897,6.66,3.2,3.88,2.57,3.65
UAE,Abu Dhabi,Condo,Low,Stable,0.43,82961,124173,185859,9.94,6.51,7.78,3.01,9.02
Spain,Madrid,Condo,Low,Stable,0.73,339025,363129,388948,1.42,5.73,8,2.25,6.22
USA,Kazan,Apartment,Middle,Stable,0.55,339261,485496,694765,8.62,7.23,4.08,3.19,8.05
Brazil,Rio de Janeiro,Townhouse,High,Booming,1.09,287515,383746,512184,6.69,5.47,7.74,3.88,3.66
India,Delhi,Condo,High,Booming,0.35,471898,633018,849151,6.83,5.69,5.34,0.83,9.91
Italy,Milan,Apartment,Low,Declining,0.97,190266,231827,282465,4.37,7.03,1.65,3.58,5.31
Indonesia,Surabaya,Townhouse,High,Declining,0.83,471197,670499,954097,8.46,4.49,7.21,1.7,5.5
Italy,Milan,Villa,Middle,Declining,1.2,387856,544780,765196,8.09,4.13,1.44,0.61,7.99
Indonesia,Surabaya,Villa,High,Stable,0.99,291821,441359,667525,10.25,2.2,4.3,1.33,7.03
Mexico,Guadalajara,Apartment,Low,Stable,0.37,479359,562188,659329,3.46,7.53,4.83,3.95,7.99
South Korea,Busan,Townhouse,Middle,Stable,1.14,52407,76595,111945,9.23,7.42,2.26,0.84,6.82
Mexico,Guadalajara,Townhouse,High,Declining,1.14,294074,394089,528119,6.8,2.85,1.01,3.34,3.79
Australia,Brisbane,Apartment,Low,Declining,0.87,461577,537626,626205,3.3,5.99,1.71,2.61,4.48
Russia,Chicago,Townhouse,Low,Stable,0.96,185554,242123,315938,6.1,5.6,2.54,3.1,5.72
Russia,Los Angeles,Apartment,Middle,Booming,0.9,121227,173169,247366,8.57,2.77,4.83,1.37,9.74
Italy,Naples,Townhouse,High,Declining,0.54,446773,688254,1060256,10.81,3.18,6.52,0.81,6.52
USA,Saint Petersburg,Apartment,High,Stable,0.94,346740,483212,673398,7.87,3.7,4.4,0.86,9.47
South Africa,Cape Town,Condo,Middle,Booming,0.75,368945,437907,519760,3.74,3.95,4.01,0.59,6.07
Indonesia,Surabaya,Townhouse,Middle,Declining,1.02,453784,605811,808770,6.7,4.73,1.28,3.58,3.12
Russia,Los Angeles,Condo,Low,Booming,1.15,270147,334460,414082,4.76,7.55,1.22,2.53,7.94
Russia,New York,Townhouse,Low,Declining,0.5,242999,342324,482248,8.17,6.36,1.01,3.78,4.48
Australia,Melbourne,Villa,Middle,Stable,0.51,168563,180497,193277,1.42,2.74,9.88,1.6,4.04
Indonesia,Surabaya,Condo,Low,Stable,0.4,373757,568115,863543,10.4,3.54,1.19,1.28,3.51
